date,away,away_fgm,away_fga,away_tpm,away_tpa,away_ftm,away_fta,away_oreb,away_dreb,away_assists,away_steals,away_blocks,away_turnovers,away_fouls,away_points,home,home_fgm,home_fga,home_tpm,home_tpa,home_ftm,home_fta,home_oreb,home_dreb,home_assists,home_steals,home_blocks,home_turnovers,home_fouls,home_points,line_team,line_spread
2018-12-09 00:00:00,mil,36,87,15,39,17,20,9,36,22,6,7,11,13,104,tor,39,94,15,44,6,7,11,34,24,6,11,11,21,99,tor,-5.0
2018-12-10 00:00:00,nop,39,87,8,26,14,19,6,33,28,11,1,13,19,100,bos,44,90,12,39,13,19,14,37,23,8,5,13,21,113,bos,-2.5
2018-12-10 00:00:00,sac,40,88,16,37,12,15,10,32,28,16,4,16,15,108,chi,34,76,8,28,13,13,7,33,16,10,4,27,17,89,sac,-2.0
2018-12-10 00:00:00,orl,32,89,8,28,4,5,7,36,18,7,2,15,18,76,dal,35,82,10,35,21,25,8,43,28,7,4,11,11,101,dal,-4.5
2018-12-10 00:00:00,mem,37,74,9,27,16,17,6,28,22,7,4,14,19,99,den,39,77,9,28,18,23,11,29,22,11,6,13,17,105,den,-3.0
2018-12-10 00:00:00,min,38,83,7,25,25,31,9,33,28,5,6,16,18,108,gsw,39,93,19,43,19,21,14,35,25,6,5,16,26,116,gsw,-10.0
2018-12-10 00:00:00,was,37,88,10,30,17,24,6,28,22,13,3,12,22,101,ind,41,76,10,20,17,22,7,43,29,7,7,23,25,109,ind,-6.0
2018-12-10 00:00:00,mia,42,94,11,34,10,13,14,36,29,9,7,17,19,105,lal,41,90,14,32,12,20,12,34,24,9,7,12,10,108,lal,-5.0
2018-12-10 00:00:00,cle,36,96,10,30,10,15,8,38,24,5,2,9,15,92,mil,42,96,15,36,9,11,12,46,22,4,4,14,24,108,mil,-10.0
2018-12-10 00:00:00,uta,43,84,8,29,19,30,11,34,30,11,4,20,28,113,okc,43,85,8,21,28,39,12,31,25,12,2,17,26,122,okc,-5.0
2018-12-10 00:00:00,det,41,84,9,21,11,21,10,36,23,5,5,15,24,102,phi,39,88,15,37,23,35,16,32,27,9,5,13,19,116,phi,-11.5
2018-12-10 00:00:00,lac,45,85,7,22,26,33,10,32,27,8,4,18,21,123,pho,47,94,9,25,16,20,10,30,31,14,8,15,29,119,lac,-9.5
2018-12-11 00:00:00,por,38,87,10,25,18,21,13,31,20,1,4,14,17,104,hou,42,85,9,29,18,27,12,30,22,9,5,7,21,111,,
2018-12-11 00:00:00,tor,50,96,14,29,9,12,10,33,34,8,5,7,22,123,lac,38,85,7,25,16,19,12,32,25,2,5,16,16,99,tor,-3.0
2018-12-11 00:00:00,pho,33,82,8,28,12,14,8,32,19,7,5,17,22,86,sas,41,83,13,21,16,19,8,38,28,7,2,15,15,111,sas,-12.5
2018-12-12 00:00:00,det,40,86,13,34,14,21,10,39,23,4,10,14,26,107,cho,35,85,9,28,29,37,6,36,21,7,5,7,17,108,,
2018-12-12 00:00:00,nyk,41,94,11,27,13,14,9,34,21,7,7,12,18,106,cle,43,91,10,34,17,21,12,39,19,7,4,12,18,113,nyk,-1.0
2018-12-12 00:00:00,atl,43,94,11,33,10,14,16,28,21,7,2,21,30,107,dal,35,75,12,34,32,43,4,32,22,13,6,14,16,114,dal,-9.5
2018-12-12 00:00:00,tor,44,91,9,28,16,19,10,38,27,12,3,11,17,113,gsw,39,82,6,26,9,13,5,35,28,5,11,19,18,93,gsw,-8.0
2018-12-12 00:00:00,mil,38,92,11,43,10,15,9,34,22,6,6,11,18,97,ind,43,91,12,30,15,20,14,41,31,6,5,16,13,113,mil,-2.0
2018-12-12 00:00:00,por,32,87,6,22,13,16,4,40,15,11,9,14,19,83,mem,34,82,8,24,16,24,9,42,19,9,10,12,22,92,mem,-3.5
2018-12-12 00:00:00,okc,42,87,13,43,17,27,9,30,23,10,6,18,27,114,nop,45,97,4,18,24,30,17,39,29,14,3,17,27,118,okc,-2.5
2018-12-12 00:00:00,brk,38,74,14,28,37,43,7,30,20,10,1,16,23,127,phi,50,91,12,28,12,16,10,27,31,11,3,17,30,124,phi,-6.0
2018-12-12 00:00:00,min,50,93,9,22,21,27,12,27,30,4,4,11,24,130,sac,50,86,19,38,22,32,9,29,34,3,6,10,21,141,min,-3.0
2018-12-12 00:00:00,mia,29,77,12,33,14,24,2,28,16,10,2,13,22,84,uta,40,76,16,32,15,21,7,45,29,6,4,17,19,111,uta,-8.5
2018-12-12 00:00:00,bos,47,104,11,38,25,25,14,36,20,6,2,13,19,130,was,46,91,12,33,21,29,8,33,25,7,4,15,27,125,bos,-3.5
2018-12-13 00:00:00,lal,43,80,10,32,15,27,7,24,23,9,5,12,21,111,hou,42,85,15,34,27,32,15,28,24,8,2,13,24,126,hou,-6.0
2018-12-13 00:00:00,chi,34,71,10,18,13,20,1,32,18,10,4,18,23,91,orl,34,82,11,33,18,23,9,34,23,8,6,16,16,97,orl,-5.5
2018-12-13 00:00:00,dal,31,78,5,33,22,33,14,39,14,7,4,23,19,89,pho,37,92,10,27,15,18,12,28,20,15,5,13,27,99,dal,-6.0
2018-12-13 00:00:00,lac,30,84,10,31,17,24,13,29,21,4,1,17,18,87,sas,48,83,10,22,19,24,8,39,25,10,7,11,20,125,sas,-3.0
2018-12-14 00:00:00,atl,36,86,16,38,20,32,16,28,27,10,5,24,19,108,bos,46,95,19,39,18,20,13,34,28,15,9,21,21,129,bos,-12.0
2018-12-14 00:00:00,was,49,90,11,29,9,16,3,22,30,4,3,9,24,118,brk,44,84,11,31,26,31,9,37,34,5,3,10,17,125,brk,-3.0
2018-12-14 00:00:00,nyk,47,98,12,34,20,31,9,37,27,11,8,10,16,126,cho,48,102,20,48,8,10,9,42,38,7,5,16,23,124,cho,-10.0
2018-12-14 00:00:00,mil,40,94,12,41,22,28,14,39,26,9,6,9,17,114,cle,35,87,13,36,19,21,13,37,24,7,2,15,24,102,mil,-9.5
2018-12-14 00:00:00,okc,37,90,7,19,17,29,19,24,14,9,4,13,17,98,den,42,83,11,34,14,15,12,36,29,8,6,20,24,109,okc,-2.0
2018-12-14 00:00:00,mia,36,82,15,39,13,18,14,36,30,3,8,16,20,100,mem,35,83,8,29,19,25,10,24,21,9,5,7,18,97,mem,-4.0
2018-12-14 00:00:00,ind,42,95,8,20,21,24,11,36,33,7,2,7,22,113,phi,36,88,9,36,20,27,17,32,17,5,5,16,21,101,phi,-3.0
2018-12-14 00:00:00,tor,43,77,18,31,18,21,5,31,20,4,4,16,21,122,por,48,94,13,27,19,21,12,26,29,10,3,8,15,128,tor,-1.5
2018-12-14 00:00:00,gsw,44,96,15,40,27,36,15,45,32,5,0,18,23,130,sac,45,96,15,44,20,25,7,35,33,6,3,13,28,125,gsw,-7.0
2018-12-15 00:00:00,lal,49,92,14,34,16,24,10,42,34,12,6,15,20,128,cho,39,92,7,29,15,18,9,29,22,3,6,18,19,100,lal,-1.0
2018-12-15 00:00:00,bos,39,94,9,33,17,23,12,32,19,11,4,14,25,104,det,39,80,10,30,25,35,10,38,25,10,7,18,21,113,bos,-2.0
2018-12-15 00:00:00,hou,35,73,13,37,22,25,6,30,23,5,2,12,22,105,mem,40,75,5,23,12,17,6,29,20,8,6,14,22,97,hou,-5.0
2018-12-15 00:00:00,lac,38,75,13,25,15,22,6,38,18,7,4,26,22,104,okc,42,90,9,22,17,24,9,31,26,13,7,11,20,110,okc,-6.5
2018-12-15 00:00:00,uta,28,89,7,29,26,28,11,31,17,13,4,10,19,89,orl,34,72,11,24,17,20,4,44,18,7,10,22,27,96,uta,-6.0
2018-12-15 00:00:00,min,39,96,7,35,14,19,11,30,26,10,4,11,19,99,pho,41,90,9,28,16,20,11,40,30,6,7,15,22,107,min,-7.5
2018-12-15 00:00:00,chi,37,86,6,29,18,21,8,32,16,12,8,7,20,98,sas,32,73,7,21,22,26,7,34,18,3,5,15,18,93,sas,-9.5
2018-12-16 00:00:00,atl,47,85,14,29,19,25,8,25,38,9,5,14,22,127,brk,49,88,16,40,30,33,10,29,34,12,3,13,21,144,brk,-7.0
2018-12-16 00:00:00,phi,51,91,11,27,15,20,12,36,32,5,9,10,18,128,cle,41,88,12,30,11,17,6,27,28,8,0,12,20,105,phi,-9.0
2018-12-16 00:00:00,sac,46,98,9,31,19,21,11,36,20,6,7,9,26,120,dal,40,96,9,35,24,31,16,37,22,6,5,14,18,113,dal,-4.5
2018-12-16 00:00:00,tor,35,88,7,35,9,14,13,38,13,5,4,11,16,86,den,36,85,10,30,13,16,10,34,21,7,4,8,14,95,den,-3.5
2018-12-16 00:00:00,nyk,37,89,10,32,15,22,13,31,21,7,1,15,19,99,ind,40,87,12,34,18,23,11,34,28,9,4,13,18,110,ind,-12.0
2018-12-16 00:00:00,mia,38,91,10,35,16,23,22,35,22,6,4,18,21,102,nop,35,86,13,36,13,17,11,27,26,12,5,10,22,96,nop,-6.0
2018-12-16 00:00:00,lal,44,91,11,36,11,18,8,35,24,10,6,22,13,110,was,54,106,13,31,7,10,15,36,30,14,5,17,13,128,lal,-3.0
2018-12-17 00:00:00,mil,44,88,9,25,10,15,5,32,33,8,10,10,19,107,det,39,88,14,35,12,15,10,35,25,3,2,16,20,104,mil,-3.0
2018-12-17 00:00:00,mem,36,79,7,25,14,18,2,39,24,6,4,16,23,93,gsw,37,85,12,31,24,27,6,36,23,10,5,10,19,110,gsw,-13.0
2018-12-17 00:00:00,uta,32,82,10,35,23,31,11,41,23,9,4,23,25,97,hou,32,86,12,37,26,31,9,30,16,13,7,17,24,102,,
2018-12-17 00:00:00,por,47,86,10,20,27,31,6,27,26,5,4,11,32,131,lac,42,83,10,27,33,39,8,29,27,5,1,10,23,127,lac,-1.5
2018-12-17 00:00:00,sac,38,90,14,38,15,23,6,32,20,5,4,15,27,105,min,48,97,10,27,26,30,12,47,37,10,7,11,24,132,min,-8.5
2018-12-17 00:00:00,pho,48,92,9,27,23,27,4,40,27,8,5,7,20,128,nyk,40,99,9,35,21,29,16,34,15,5,1,11,21,110,pho,-1.5
2018-12-17 00:00:00,chi,38,85,8,22,12,16,13,28,20,10,7,23,31,96,okc,43,89,8,21,27,33,17,32,24,14,2,19,21,121,okc,-12.5
2018-12-17 00:00:00,phi,40,98,11,37,5,7,12,29,29,3,5,10,15,96,sas,49,87,9,23,16,17,4,41,28,5,9,6,14,123,sas,-1.0
2018-12-18 00:00:00,was,36,83,13,40,25,36,9,28,26,14,1,15,32,110,atl,37,79,12,32,32,39,13,36,23,4,5,23,29,118,was,-3.0
2018-12-18 00:00:00,lal,42,90,13,40,13,23,8,40,21,6,4,14,19,110,brk,44,91,14,34,13,19,4,36,27,5,4,11,18,115,lal,-1.5
2018-12-18 00:00:00,dal,40,86,15,37,23,30,6,27,26,8,1,8,17,118,den,50,90,12,29,14,18,12,35,33,7,3,15,28,126,den,-4.5
2018-12-18 00:00:00,cle,38,92,6,31,10,13,12,39,19,7,5,9,16,92,ind,37,93,4,22,13,21,14,38,21,7,10,9,12,91,ind,-12.5
2018-12-19 00:00:00,pho,41,96,11,27,18,22,21,35,23,8,6,17,19,111,bos,38,85,15,39,12,14,9,28,26,13,15,16,17,103,bos,-12.0
2018-12-19 00:00:00,brk,34,74,8,25,20,25,7,38,23,3,2,13,14,96,chi,40,91,6,19,7,10,9,30,21,7,5,8,22,93,brk,-1.5
2018-12-19 00:00:00,cle,41,85,10,23,7,12,4,31,24,8,6,8,18,99,cho,47,92,10,25,6,9,13,38,24,4,5,12,14,110,cho,-13.5
2018-12-19 00:00:00,was,45,84,10,30,18,23,4,27,28,8,2,11,15,118,hou,47,85,26,55,16,21,8,33,30,8,2,15,21,136,hou,-11.0
2018-12-19 00:00:00,nop,43,92,19,42,10,15,7,34,28,6,7,15,22,115,mil,43,85,13,33,24,30,9,39,26,11,3,14,18,123,mil,-9.0
2018-12-19 00:00:00,det,46,94,20,48,17,28,8,36,26,3,2,13,25,129,min,45,103,9,33,24,29,11,38,22,8,4,7,27,123,min,-5.5
2018-12-19 00:00:00,sas,50,77,12,19,17,21,4,41,29,5,4,11,15,129,orl,34,89,12,31,10,17,11,22,19,5,3,11,18,90,sas,-3.0
2018-12-19 00:00:00,nyk,37,86,10,31,25,31,4,31,22,2,2,8,19,109,phi,47,88,15,30,22,25,9,42,31,6,4,9,22,131,phi,-12.5
2018-12-19 00:00:00,mem,33,78,9,27,17,19,11,24,22,12,10,13,21,92,por,35,75,11,26,18,20,13,31,16,8,4,21,23,99,por,-5.5
2018-12-19 00:00:00,okc,51,102,13,32,17,27,18,48,27,8,6,17,24,132,sac,39,93,13,34,22,33,10,33,28,7,5,13,18,113,okc,-4.5
2018-12-19 00:00:00,ind,38,80,9,20,11,16,9,40,19,6,7,20,21,96,tor,38,93,7,30,16,21,11,32,20,15,9,9,19,99,tor,-4.5
2018-12-19 00:00:00,gsw,38,95,10,31,17,18,10,38,18,10,9,12,21,103,uta,37,93,16,42,18,22,10,42,30,7,6,16,16,108,gsw,-2.0
2018-12-20 00:00:00,dal,43,92,10,28,25,33,16,29,24,8,0,11,30,121,lac,47,83,6,20,25,31,11,29,26,5,5,12,25,125,lac,-3.0
2018-12-20 00:00:00,hou,29,82,18,54,23,30,8,33,20,6,3,8,23,99,mia,36,93,9,39,20,34,20,41,22,6,4,9,18,101,hou,-3.0
2018-12-21 00:00:00,mil,41,80,16,40,22,28,11,44,26,3,6,20,30,120,bos,35,91,10,34,27,36,9,27,22,13,3,5,16,107,mil,-1.5
2018-12-21 00:00:00,ind,44,82,11,26,15,18,6,23,24,10,8,11,26,114,brk,33,72,16,31,24,34,11,30,28,5,3,20,23,106,ind,-2.5
2018-12-21 00:00:00,orl,28,86,8,33,16,24,13,34,20,4,5,8,22,80,chi,33,75,5,17,19,26,9,41,23,5,6,7,21,90,orl,-3.0
2018-12-21 00:00:00,det,32,82,8,34,14,22,12,29,21,8,5,14,22,86,cho,33,75,12,24,20,28,11,32,19,7,5,16,23,98,cho,-4.0
2018-12-21 00:00:00,nop,44,102,8,27,8,16,14,39,27,8,6,12,24,104,lal,43,92,8,32,18,25,8,40,28,7,4,12,17,112,lal,-5.0
2018-12-21 00:00:00,atl,43,91,10,29,18,24,15,39,29,4,1,16,18,114,nyk,41,84,8,27,17,24,4,31,20,8,3,12,22,107,nyk,-2.0
2018-12-21 00:00:00,uta,47,85,16,31,10,17,6,36,35,7,6,15,21,120,por,35,87,10,32,10,18,13,29,17,8,6,14,16,90,por,-1.0
2018-12-21 00:00:00,mem,37,80,16,32,9,10,8,36,24,7,8,18,25,99,sac,33,88,15,41,21,29,12,30,25,10,5,9,15,102,sac,-2.0
2018-12-21 00:00:00,min,33,83,6,21,26,31,9,30,19,11,5,12,19,98,sas,46,87,19,33,13,18,11,39,36,7,3,16,22,124,sas,-4.0
2018-12-21 00:00:00,cle,39,81,9,24,23,30,11,29,20,5,5,12,23,110,tor,48,91,9,31,21,26,13,30,21,10,4,8,23,126,tor,-11.5
2018-12-22 00:00:00,dal,42,92,14,39,18,28,11,35,28,9,3,13,14,116,gsw,45,98,15,43,15,16,15,39,34,7,7,13,23,120,gsw,-11.5
2018-12-22 00:00:00,sas,42,88,10,24,7,11,5,38,24,3,9,9,17,101,hou,37,95,19,54,15,21,19,39,22,4,3,9,18,108,hou,-4.5
2018-12-22 00:00:00,den,41,97,9,31,20,25,13,24,21,10,5,9,16,111,lac,53,92,10,20,16,17,13,43,28,7,5,15,23,132,lac,-2.0
2018-12-22 00:00:00,mil,31,83,9,43,16,22,6,42,20,6,9,16,19,87,mia,34,89,10,32,16,23,11,45,22,10,2,12,18,94,mil,-2.0
2018-12-22 00:00:00,tor,37,95,10,40,17,19,8,33,17,5,2,15,24,101,phi,46,85,8,24,26,35,4,49,33,10,7,11,21,126,phi,-8.5
2018-12-22 00:00:00,okc,42,89,9,25,14,22,8,43,19,11,5,17,21,107,uta,42,93,11,34,11,18,10,34,35,12,4,13,19,106,uta,-1.5
2018-12-22 00:00:00,pho,55,115,11,35,25,33,19,31,30,14,7,14,28,146,was,56,111,13,36,24,27,17,36,40,6,5,22,26,149,was,-6.5
2018-12-23 00:00:00,cho,38,88,8,32,19,26,9,28,24,9,5,9,17,103,bos,43,86,13,39,20,25,11,36,30,8,4,14,22,119,bos,-7.5
2018-12-23 00:00:00,pho,43,89,3,17,14,16,10,31,24,10,5,12,27,103,brk,40,85,10,27,21,33,14,35,25,7,4,17,15,111,brk,-9.0
2018-12-23 00:00:00,chi,43,78,11,22,15,17,7,36,26,7,3,11,19,112,cle,38,84,7,23,9,14,7,24,11,5,2,11,20,92,cle,-1.0
2018-12-23 00:00:00,atl,36,91,6,23,20,25,15,39,24,9,9,16,25,98,det,34,83,10,29,17,27,5,36,21,6,9,16,25,95,det,-9.5
2018-12-23 00:00:00,lac,43,80,18,23,23,29,5,37,23,1,1,15,25,127,gsw,42,93,14,40,31,36,15,31,22,9,8,7,27,129,gsw,-10.5
2018-12-23 00:00:00,was,28,76,9,35,24,26,6,31,21,8,1,22,18,89,ind,43,97,9,30,10,12,16,41,24,12,6,17,25,105,ind,-11.0
2018-12-23 00:00:00,mem,42,90,14,26,9,14,9,34,24,9,7,9,20,107,lal,37,75,10,30,15,22,6,35,27,6,8,16,16,99,lal,-5.0
2018-12-23 00:00:00,min,41,83,14,27,18,27,7,34,25,9,5,16,23,114,okc,43,90,9,25,17,22,9,35,17,5,10,13,27,112,okc,-6.5
2018-12-23 00:00:00,mia,43,85,16,31,13,19,9,30,27,11,3,11,26,115,orl,29,70,10,28,23,32,12,28,15,4,5,19,19,91,orl,-2.5
2018-12-23 00:00:00,dal,43,103,12,34,20,28,8,41,22,1,2,9,20,118,por,49,104,11,38,12,17,7,46,29,5,6,9,26,121,por,-7.5
2018-12-23 00:00:00,nop,44,94,6,26,23,28,12,46,26,6,9,12,29,117,sac,42,100,14,31,24,33,12,38,26,9,4,9,21,122,nop,-1.0
2018-12-25 00:00:00,phi,38,92,15,40,23,29,9,47,25,6,4,19,21,114,bos,45,108,14,41,17,20,13,42,21,8,4,9,21,121,bos,-5.0
2018-12-25 00:00:00,lal,47,85,13,33,20,27,6,43,27,5,3,12,20,127,gsw,38,93,9,36,16,21,7,30,28,5,1,13,21,101,gsw,-9.0
2018-12-25 00:00:00,okc,43,98,9,30,14,21,18,34,23,12,11,15,22,109,hou,44,97,14,44,11,17,17,37,18,9,4,19,25,113,okc,-1.0
2018-12-25 00:00:00,mil,40,89,6,32,23,34,6,44,22,10,7,8,19,109,nyk,35,96,8,28,17,21,15,42,17,4,3,15,25,95,mil,-10.0
2018-12-25 00:00:00,por,35,89,9,23,17,26,11,31,20,7,3,12,20,96,uta,46,83,13,29,12,23,9,40,20,7,10,17,19,117,uta,-7.0
2018-12-26 00:00:00,ind,46,83,13,27,24,33,10,29,35,13,3,16,17,129,atl,45,89,17,36,14,18,11,30,33,8,6,19,24,121,ind,-6.5
2018-12-26 00:00:00,cho,47,106,15,31,23,30,12,40,26,8,3,12,20,132,brk,51,104,19,47,13,18,11,47,31,7,7,17,26,134,brk,-1.5
2018-12-26 00:00:00,min,46,93,11,32,16,19,12,40,26,4,1,11,15,119,chi,39,95,6,23,10,16,12,33,22,6,5,10,21,94,min,-4.0
2018-12-26 00:00:00,nop,42,90,12,27,23,30,7,32,25,4,2,10,27,119,dal,39,81,12,35,32,38,8,38,23,3,13,12,25,122,dal,-2.0
2018-12-26 00:00:00,was,38,83,9,33,10,13,6,25,17,14,4,16,21,95,det,37,80,14,37,18,19,11,35,25,8,4,23,20,106,det,-4.5
2018-12-26 00:00:00,sac,49,104,10,30,10,15,12,31,26,8,10,13,21,118,lac,48,96,12,28,19,23,14,36,23,7,6,12,20,127,lac,-4.5
2018-12-26 00:00:00,cle,33,93,9,29,12,15,19,34,19,9,1,16,21,87,mem,36,72,5,22,18,24,3,31,22,7,10,12,16,95,mem,-9.5
2018-12-26 00:00:00,tor,37,79,13,30,19,23,10,33,19,8,2,16,16,106,mia,43,83,12,29,6,12,6,29,28,10,6,12,17,104,tor,-2.0
2018-12-26 00:00:00,pho,48,95,13,24,13,17,11,34,22,9,9,18,19,122,orl,44,96,14,36,18,22,11,31,20,11,2,15,18,120,orl,-5.5
2018-12-26 00:00:00,den,35,90,18,40,15,23,11,36,29,10,3,12,17,103,sas,42,90,10,32,17,22,7,43,29,6,4,10,17,111,sas,-4.0
2018-12-27 00:00:00,por,38,105,13,40,21,23,11,43,20,7,4,14,18,110,gsw,45,106,13,44,6,15,14,45,36,10,9,15,19,109,gsw,-9.0
2018-12-27 00:00:00,bos,38,81,12,31,25,31,7,31,28,8,3,11,22,113,hou,41,86,18,45,27,35,16,38,17,4,4,12,22,127,bos,-2.5
2018-12-27 00:00:00,nyk,36,97,13,31,11,16,10,33,21,8,6,10,20,96,mil,42,93,11,32,17,21,11,46,20,4,11,15,14,112,mil,-14.5
2018-12-27 00:00:00,lal,45,88,10,25,16,23,9,37,25,7,5,17,19,116,sac,45,101,10,29,17,21,16,32,25,10,5,14,20,117,sac,-4.5
2018-12-27 00:00:00,phi,43,86,13,35,15,18,9,38,31,7,7,13,21,114,uta,33,86,11,35,20,27,12,32,19,11,1,16,19,97,uta,-4.5
2018-12-28 00:00:00,brk,33,83,4,27,17,20,9,39,15,4,10,14,20,87,cho,41,100,11,33,7,10,12,37,19,4,8,8,22,100,cho,-4.5
2018-12-28 00:00:00,sas,40,89,8,27,11,20,12,26,23,14,3,10,19,99,den,39,85,10,29,14,17,17,36,29,5,4,21,20,102,den,-4.5
2018-12-28 00:00:00,det,34,91,9,36,11,12,16,28,25,7,6,22,22,88,ind,53,88,5,19,14,20,7,36,33,11,5,13,17,125,ind,-7.0
2018-12-28 00:00:00,lac,40,91,6,19,32,34,7,46,21,10,4,12,29,118,lal,36,87,11,30,24,35,8,42,23,5,3,17,22,107,lac,-7.0
2018-12-28 00:00:00,cle,31,81,13,37,19,22,9,33,21,6,2,14,15,94,mia,48,91,10,31,12,16,10,35,29,8,5,7,21,118,mia,-10.5
2018-12-28 00:00:00,atl,47,100,16,35,13,20,17,41,32,10,6,23,33,123,min,44,98,11,32,21,38,16,31,28,14,9,14,26,120,min,-9.0
2018-12-28 00:00:00,dal,37,78,15,32,23,33,11,28,19,7,6,16,22,112,nop,44,96,4,23,22,27,20,29,22,7,4,11,28,114,nop,-4.0
2018-12-28 00:00:00,tor,28,95,12,34,19,24,14,27,18,4,10,11,21,87,orl,44,93,9,26,19,22,11,49,29,3,8,15,20,116,tor,-4.5
2018-12-28 00:00:00,okc,51,95,7,20,9,13,11,38,22,12,4,16,13,118,pho,39,90,9,29,15,16,7,27,22,12,7,17,18,102,okc,-4.5
2018-12-28 00:00:00,chi,37,79,8,22,19,25,7,39,20,9,6,10,18,101,was,34,85,9,30,15,18,8,32,22,7,6,12,18,92,was,-4.5
2018-12-29 00:00:00,cle,40,85,5,23,23,29,11,34,27,8,2,12,23,108,atl,43,98,10,37,15,25,17,35,27,7,4,12,25,111,atl,-4.0
2018-12-29 00:00:00,sas,44,87,6,23,28,31,8,41,27,10,4,15,25,122,lac,36,82,9,20,30,38,7,33,22,9,2,17,25,111,lac,-3.5
2018-12-29 00:00:00,bos,40,80,16,36,16,18,7,29,29,10,4,17,24,112,mem,36,76,7,26,24,29,8,28,24,11,2,16,22,103,bos,-4.0
2018-12-29 00:00:00,brk,38,79,15,35,24,35,5,35,28,6,3,14,17,115,mil,47,96,21,51,14,16,5,34,30,6,5,10,22,129,mil,-11.0
2018-12-29 00:00:00,hou,35,81,16,46,22,28,8,31,21,9,7,12,20,108,nop,41,92,9,28,13,17,8,37,25,7,5,14,23,104,hou,-3.5
2018-12-29 00:00:00,den,42,76,18,35,20,26,10,30,31,10,3,21,20,122,pho,49,91,11,29,9,14,12,25,29,15,5,13,21,118,den,-4.0
2018-12-29 00:00:00,gsw,40,80,12,25,23,28,5,37,27,9,4,12,18,115,por,39,91,9,31,18,22,11,35,18,6,4,13,17,105,gsw,-5.0
2018-12-29 00:00:00,nyk,32,86,15,32,18,22,8,27,17,10,1,15,19,97,uta,51,93,16,36,11,14,15,45,30,8,6,17,27,129,uta,-12.0
2018-12-29 00:00:00,cho,47,90,13,31,19,24,10,31,22,9,4,16,29,126,was,48,93,13,37,21,24,9,33,35,8,6,12,18,130,cho,-3.5
2018-12-30 00:00:00,okc,40,93,9,38,14,21,7,32,17,15,2,11,23,103,dal,37,81,14,39,17,22,9,40,21,8,3,23,19,105,okc,-2.5
2018-12-30 00:00:00,sac,46,95,13,34,9,12,9,36,24,8,5,13,23,114,lal,47,98,15,44,12,20,12,38,30,7,5,14,17,121,lal,-2.0
2018-12-30 00:00:00,min,38,94,8,24,29,36,17,32,24,11,10,10,22,113,mia,37,90,8,24,22,28,17,35,19,8,6,19,28,104,mia,-3.5
2018-12-30 00:00:00,det,39,92,8,31,21,23,17,34,21,6,2,11,21,107,orl,40,85,7,24,22,24,9,36,21,7,4,13,20,109,orl,-1.5
2018-12-30 00:00:00,phi,34,96,8,43,19,27,9,27,18,15,2,11,21,95,por,49,83,12,22,19,25,7,52,28,2,2,21,22,129,por,-3.0
2018-12-30 00:00:00,chi,33,80,7,20,16,18,7,37,16,7,2,16,16,89,tor,34,92,9,33,18,20,17,35,17,5,8,11,15,95,tor,-11.0
2018-12-31 00:00:00,orl,38,92,10,35,14,19,13,35,22,6,5,11,21,100,cho,42,85,11,24,30,33,6,40,29,8,1,8,16,125,cho,-8.0
2018-12-31 00:00:00,mem,38,82,6,25,19,30,6,33,24,11,4,10,31,101,hou,31,70,18,41,33,45,7,39,19,5,4,13,25,113,hou,-4.0
2018-12-31 00:00:00,atl,41,95,13,32,13,19,21,32,24,8,5,17,23,108,ind,42,84,11,24,21,29,8,31,29,13,6,11,18,116,ind,-13.5
2018-12-31 00:00:00,min,43,93,9,28,19,23,12,27,29,10,9,7,18,114,nop,45,87,14,25,19,21,11,33,28,3,2,15,21,123,nop,-1.0
2018-12-31 00:00:00,dal,31,74,14,38,26,34,5,44,21,7,3,26,29,102,okc,46,103,6,24,24,35,11,35,22,13,3,10,30,122,okc,-7.5
2018-12-31 00:00:00,gsw,46,84,14,28,26,32,7,37,31,7,8,15,24,132,pho,37,85,9,26,26,30,7,31,20,7,3,13,29,109,gsw,-10.0
2018-12-31 00:00:00,bos,43,88,11,34,14,20,9,31,30,5,8,12,17,111,sas,45,91,14,26,16,18,8,35,27,6,4,11,17,120,bos,-1.5
2019-01-01 00:00:00,nyk,42,93,11,27,13,18,15,28,28,4,3,8,21,108,den,44,95,12,34,15,23,16,37,36,7,6,8,19,115,den,-13.5
2019-01-01 00:00:00,phi,42,87,12,26,23,33,17,38,25,7,7,20,28,119,lac,42,91,5,25,24,34,12,29,18,12,0,13,29,113,phi,-1.5
2019-01-01 00:00:00,det,35,92,12,33,16,21,14,29,23,7,2,14,26,98,mil,47,79,10,27,17,26,5,38,28,7,6,13,19,121,mil,-10.0
2019-01-01 00:00:00,por,39,90,9,32,26,30,10,46,22,11,10,18,19,113,sac,44,115,11,33,9,12,14,39,24,13,4,13,23,108,por,-1.0
2019-01-01 00:00:00,uta,42,97,9,32,23,29,12,31,23,6,4,4,27,116,tor,45,82,7,20,25,35,5,40,18,4,6,9,21,122,tor,-1.0
2019-01-02 00:00:00,min,40,83,7,23,15,21,7,26,24,7,2,14,16,102,bos,45,76,12,30,13,15,3,30,34,10,8,16,21,115,,
2019-01-02 00:00:00,nop,46,87,10,23,19,27,10,31,19,7,5,12,20,121,brk,47,93,16,31,16,21,12,31,27,7,5,10,23,126,nop,-1.5
2019-01-02 00:00:00,orl,44,76,11,26,13,18,4,37,31,5,9,13,10,112,chi,36,86,7,20,5,8,5,27,18,8,0,11,17,84,orl,-1.5
