2015-11-09 00:00:00,por,36,91,10,29,22,27,10,29,20,6,3,22,104,den,40,77,7,19,21,32,8,39,20,5,7,20,108
2015-11-09 00:00:00,det,40,85,6,19,9,15,12,29,15,9,3,14,95,gsw,43,91,12,21,11,13,13,28,29,13,4,18,109
2015-11-09 00:00:00,orl,31,78,10,33,12,17,7,37,16,9,3,20,84,ind,34,77,11,25,18,22,6,36,25,12,4,16,97
2015-11-09 00:00:00,mem,35,80,2,11,20,29,10,30,21,11,3,28,92,lac,28,68,5,19,33,37,8,32,14,5,8,20,94
2015-11-09 00:00:00,chi,41,96,10,25,19,23,13,45,28,6,10,19,111,phi,35,100,5,25,13,23,15,37,19,6,9,13,88
2015-11-09 00:00:00,sas,46,87,6,23,8,11,8,38,34,11,7,19,106,sac,34,84,7,19,13,19,11,31,25,10,5,14,88
2015-11-10 00:00:00,uta,40,82,10,22,24,28,13,24,30,11,0,35,114,cle,37,74,11,24,33,43,11,24,24,9,6,21,118
2015-11-10 00:00:00,lal,34,77,11,22,9,12,5,31,21,7,7,21,88,mia,38,84,5,20,20,27,15,32,23,7,7,12,101
2015-11-10 00:00:00,bos,38,86,7,30,16,19,14,31,21,11,6,18,99,mil,30,73,6,17,17,23,9,32,14,10,2,18,83
2015-11-10 00:00:00,cho,38,78,8,26,20,27,4,30,18,8,5,20,104,min,36,80,9,19,14,19,10,38,25,6,4,21,95
2015-11-10 00:00:00,dal,39,88,5,20,22,26,8,36,20,4,4,17,105,nop,46,92,14,33,14,18,9,39,25,9,5,27,120
2015-11-10 00:00:00,nyk,42,95,11,23,16,18,13,31,22,8,7,27,111,tor,37,84,4,17,31,39,14,35,25,7,6,17,109
2015-11-10 00:00:00,okc,44,86,15,23,22,29,10,43,27,4,2,22,125,was,38,97,5,24,20,26,12,29,17,8,5,22,101
2015-11-11 00:00:00,nop,37,83,14,29,10,15,8,32,21,6,0,21,98,atl,42,86,10,26,12,16,8,36,26,10,7,16,106
2015-11-11 00:00:00,ind,38,79,6,17,20,31,10,31,20,9,6,28,102,bos,32,77,4,24,23,32,8,28,18,10,3,26,91
2015-11-11 00:00:00,nyk,42,86,4,21,5,7,11,41,20,5,5,24,93,cho,35,84,8,23,17,28,7,26,21,11,5,9,95
2015-11-11 00:00:00,lac,37,86,12,27,22,33,13,28,21,4,2,24,108,dal,42,76,11,24,23,30,8,36,23,8,3,29,118
2015-11-11 00:00:00,mil,42,79,10,22,8,9,8,25,26,8,4,23,102,den,39,79,8,24,17,24,14,22,27,10,6,12,103
2015-11-11 00:00:00,brk,42,98,8,17,14,17,20,40,25,5,11,13,106,hou,42,98,8,34,6,12,13,32,25,9,9,14,98
2015-11-11 00:00:00,gsw,36,75,11,27,17,23,7,29,22,12,8,30,100,mem,24,70,3,15,33,36,10,31,15,14,5,26,84
2015-11-11 00:00:00,lal,39,79,7,22,14,18,7,36,25,5,7,11,99,orl,40,100,13,28,8,12,23,31,22,7,4,19,101
2015-11-11 00:00:00,tor,43,89,5,18,28,31,17,39,22,7,7,18,119,phi,40,87,12,29,11,17,11,26,28,2,7,24,103
2015-11-11 00:00:00,sas,46,82,7,15,14,18,8,34,27,4,4,21,113,por,39,88,9,22,14,23,10,26,26,6,3,15,101
2015-11-11 00:00:00,det,34,89,9,32,15,20,14,31,16,10,3,20,92,sac,37,74,9,16,18,24,7,39,20,7,2,20,101
2015-11-12 00:00:00,uta,34,89,4,17,19,25,11,31,13,10,9,23,91,mia,36,77,4,13,16,25,8,39,14,6,11,20,92
2015-11-12 00:00:00,gsw,48,89,18,38,15,16,6,27,34,8,7,25,129,min,43,87,3,9,27,36,15,32,21,4,1,18,116
2015-11-12 00:00:00,lac,40,90,9,26,15,28,12,25,17,13,3,17,104,pho,44,83,14,30,16,21,9,37,22,10,3,23,118
2015-11-13 00:00:00,atl,36,76,6,20,15,20,5,30,26,3,2,14,93,bos,42,103,11,33,11,12,17,33,27,10,7,18,106
2015-11-13 00:00:00,cho,36,95,15,33,10,12,9,36,21,9,4,21,97,chi,37,84,4,16,24,31,10,47,27,4,6,16,102
2015-11-13 00:00:00,lal,29,88,9,27,15,18,15,42,18,10,7,27,82,dal,30,82,7,27,23,29,7,41,19,9,4,15,90
2015-11-13 00:00:00,hou,33,77,9,29,23,31,8,32,19,10,8,25,98,den,37,81,9,20,24,32,12,34,25,10,4,23,107
2015-11-13 00:00:00,min,42,83,7,20,12,13,8,31,16,5,0,19,103,ind,41,86,10,25,15,23,12,28,23,9,5,9,107
2015-11-13 00:00:00,por,33,69,8,22,26,29,10,33,17,5,10,22,100,mem,36,86,6,16,23,27,14,21,22,10,0,21,101
2015-11-13 00:00:00,cle,33,78,6,28,18,31,12,37,12,6,1,19,90,nyk,29,79,9,27,17,21,10,36,16,7,4,26,84
2015-11-13 00:00:00,phi,30,86,5,17,20,28,12,31,16,11,7,17,85,okc,39,97,8,25,16,21,16,39,20,9,13,19,102
2015-11-13 00:00:00,uta,34,87,8,25,17,23,12,29,24,14,6,24,93,orl,32,76,10,27,28,31,10,35,20,11,11,20,102
2015-11-13 00:00:00,brk,42,89,8,21,17,21,9,35,24,7,4,24,109,sac,40,94,11,27,20,26,15,35,25,11,3,16,111
2015-11-13 00:00:00,nop,30,82,7,23,14,20,10,28,15,10,4,22,81,tor,34,77,9,21,23,27,13,35,19,8,5,19,100
2015-11-14 00:00:00,brk,41,98,2,18,15,16,11,39,22,12,4,13,99,gsw,43,97,12,34,9,10,11,39,31,9,10,19,107
2015-11-14 00:00:00,dal,43,89,8,28,16,21,8,37,24,6,7,21,110,hou,32,84,9,34,25,32,12,31,22,9,5,23,98
2015-11-14 00:00:00,det,33,74,7,27,23,35,11,31,15,8,2,23,96,lac,37,79,7,19,20,26,11,31,23,6,4,23,101
2015-11-14 00:00:00,cle,37,91,14,38,17,27,14,40,21,6,8,24,105,mil,43,102,6,16,16,22,15,36,20,6,9,25,108
2015-11-14 00:00:00,den,34,98,6,35,7,8,9,33,13,8,6,20,81,pho,37,84,11,24,20,26,10,47,19,4,1,13,105
2015-11-14 00:00:00,phi,33,82,8,22,9,11,6,35,15,7,3,21,83,sas,33,85,5,16,21,25,12,42,23,10,7,9,92
2015-11-14 00:00:00,orl,38,87,4,18,19,24,6,39,19,7,2,22,99,was,39,83,12,29,18,26,7,42,29,6,6,23,108
2015-11-15 00:00:00,uta,39,76,7,21,12,17,10,30,21,7,7,15,97,atl,37,76,8,22,14,17,8,25,26,9,5,16,96
2015-11-15 00:00:00,por,35,89,5,21,19,21,16,30,20,5,3,25,94,cho,41,83,9,31,15,19,7,30,29,6,9,16,106
2015-11-15 00:00:00,det,35,96,7,27,8,15,12,34,16,7,2,25,85,lal,31,75,6,19,29,39,7,39,24,5,5,19,97
2015-11-15 00:00:00,mem,40,71,9,17,25,27,4,30,21,7,6,16,114,min,41,82,5,16,19,21,9,24,20,10,2,24,106
2015-11-15 00:00:00,nop,32,71,6,21,17,19,4,32,16,5,5,22,87,nyk,38,88,4,18,15,19,10,31,18,8,4,20,95
2015-11-15 00:00:00,bos,39,82,9,23,13,20,12,35,25,12,7,26,100,okc,28,77,6,25,23,29,10,24,18,10,6,20,85
2015-11-15 00:00:00,tor,38,87,15,31,10,14,7,29,18,13,1,20,101,sac,39,76,10,25,19,24,9,33,23,8,5,19,107
2015-11-16 00:00:00,ind,35,87,9,21,16,24,11,39,19,4,5,21,95,chi,35,86,6,15,20,32,10,38,26,9,9,20,96
2015-11-16 00:00:00,bos,44,93,11,36,12,17,16,33,27,16,3,22,111,hou,36,85,11,32,12,23,14,32,23,10,6,20,95
2015-11-16 00:00:00,okc,41,81,10,24,22,31,12,32,22,7,6,28,114,mem,37,84,12,17,36,39,12,22,23,11,4,22,122
2015-11-16 00:00:00,dal,30,76,7,24,25,30,6,33,16,12,2,23,92,phi,34,76,5,22,13,20,8,38,16,9,4,29,86
2015-11-16 00:00:00,lal,37,77,9,20,18,20,7,30,12,5,2,23,101,pho,45,93,11,30,19,25,18,32,23,13,6,16,120
2015-11-16 00:00:00,por,31,75,7,19,11,13,4,35,15,4,3,18,80,sas,38,89,7,23,10,13,12,35,29,9,10,13,93
2015-11-17 00:00:00,atl,33,76,12,29,10,14,8,36,22,7,7,17,88,brk,37,84,9,20,7,13,9,35,22,14,3,14,90
2015-11-17 00:00:00,cle,38,80,11,33,12,20,3,37,21,8,2,25,99,det,36,84,7,21,25,31,11,37,20,11,1,15,104
2015-11-17 00:00:00,tor,37,79,6,18,30,39,12,28,18,11,2,25,110,gsw,43,80,11,29,18,27,9,25,31,10,6,29,115
2015-11-17 00:00:00,min,36,97,4,21,27,35,15,39,14,12,5,26,103,mia,36,79,5,24,14,30,10,41,20,3,12,26,91
2015-11-17 00:00:00,den,45,85,15,30,10,13,11,32,27,5,6,15,115,nop,41,83,7,23,9,11,8,25,25,4,8,17,98
2015-11-17 00:00:00,cho,36,82,5,20,17,25,8,34,13,7,7,16,94,nyk,36,89,10,20,20,21,10,35,22,4,6,20,102
2015-11-17 00:00:00,mil,31,72,10,21,14,24,6,28,22,5,3,27,86,was,37,70,12,22,29,41,6,36,25,8,3,19,115
2015-11-18 00:00:00,sac,38,86,5,16,16,18,13,39,26,7,1,22,97,atl,38,89,9,30,18,24,12,33,23,9,6,15,103
2015-11-18 00:00:00,dal,37,72,7,20,25,35,7,32,22,7,7,22,106,bos,38,92,8,26,18,24,14,29,22,12,1,28,102
2015-11-18 00:00:00,brk,44,91,5,15,18,22,5,32,25,5,4,23,111,cho,39,80,11,25,27,36,9,40,27,5,8,16,116
2015-11-18 00:00:00,por,35,88,9,30,24,29,10,38,18,11,7,27,103,hou,32,92,14,44,30,35,13,38,22,11,6,20,108
2015-11-18 00:00:00,nop,43,95,8,32,9,9,10,30,21,8,4,25,103,okc,38,85,7,17,27,40,16,34,19,6,4,16,110
