Fri Nov 9 2018,7:30p,Detroit Pistons,,Atlanta Hawks,,,,,
Fri Nov 9 2018,9:00p,Brooklyn Nets,,Denver Nuggets,,,,,
Fri Nov 9 2018,8:00p,Indiana Pacers,,Miami Heat,,,,,
Fri Nov 9 2018,7:00p,Washington Wizards,,Orlando Magic,,,,,
Fri Nov 9 2018,7:00p,Charlotte Hornets,,Philadelphia 76ers,,,,,
Fri Nov 9 2018,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,
Fri Nov 9 2018,9:30p,Boston Celtics,,Utah Jazz,,,,,
